timestamp,velocity,acceleration,state
200.0,1.2864981197413093e-15,5.145992478965237e-15,active
200.01,0.0006283184893767941,0.002513271477005874,active
200.01999999999998,0.0012566367307021127,0.005026527078818011,active
200.02999999999997,0.0018849544759271513,0.007539750930353243,active
200.03999999999996,0.002513271477002015,0.010052927156723806,active
200.04999999999995,0.0031415874858771015,0.012566039883342761,active
200.05999999999995,0.0037699022545032023,0.015079073236024277,active
200.06999999999994,0.004398215534831596,0.01759201134108388,active
200.07999999999993,0.005026527078814152,0.02010483832543874,active
200.08999999999992,0.0056548366384051975,0.022617538316715025,active
200.0999999999999,0.006283143965554518,0.02513009544331975,active
200.1099999999999,0.006911448812218106,0.027642493834583656,active
200.1199999999999,0.007539750930351159,0.030154717620833035,active
200.12999999999988,0.008168050071909952,0.03266675093349708,active
200.13999999999987,0.008796345988851933,0.03517857790520811,active
200.14999999999986,0.009424638433135825,0.03769018266990183,active
200.15999999999985,0.010052927156721722,0.040201549362917505,active
200.16999999999985,0.010681211911571184,0.04271266212109819,active
200.17999999999984,0.011309492449647341,0.045223505082890934,active
200.18999999999983,0.011937768522916763,0.047734062388454075,active
200.19999999999982,0.012566039883342456,0.05024431817972899,active
200.2099999999998,0.013194306282894608,0.052754256600582916,active
200.2199999999998,0.013822567473543598,0.05526386179688065,active
200.2299999999998,0.014450823207261857,0.057773117916591815,active
200.23999999999978,0.01507907323602397,0.060282009109891004,active
200.24999999999977,0.015707317311806777,0.06279051952925788,active
200.25999999999976,0.016335555186589464,0.06529863332957728,active
200.26999999999975,0.01696378661235367,0.0678063346682393,active
200.27999999999975,0.017592011341083572,0.07031360770523935,active
200.28999999999974,0.01822022912476778,0.07282043660328537,active
200.29999999999973,0.018848439715392306,0.07532680552786941,active
200.30999999999972,0.01947664286495133,0.07783269864741023,active
200.3199999999997,0.02010483832544021,0.08033810013332496,active
200.3299999999997,0.020733025848857313,0.08284299416013614,active
200.3399999999997,0.021361205187204156,0.08534736490557174,active
200.34999999999968,0.021989376092485493,0.08785119655066499,active
200.35999999999967,0.02261753831670939,0.09035447327985442,active
200.36999999999966,0.023245691611887352,0.09285717928108371,active
200.37999999999965,0.023873835730034407,0.09535929874590154,active
200.38999999999965,0.024501970423170982,0.09786081586956857,active
200.39999999999964,0.025130095443315893,0.10036171485112895,active
200.40999999999963,0.025758210542497106,0.10286197989355256,active
200.41999999999962,0.02638631547274473,0.10536159520380652,active
200.4299999999996,0.02701440998609288,0.107860544992962,active
200.4399999999996,0.027642493834579798,0.11035881347629399,active
200.4499999999996,0.02827056677024792,0.11285638487338097,active
200.45999999999958,0.028898628545144002,0.11535324340820456,active
200.46999999999957,0.0295266789113192,0.11784937330924924,active
200.47999999999956,0.030154717620829177,0.12034475880960194,active
200.48999999999955,0.03078274442573597,0.12283938414705865,active
200.49999999999955,0.031410759078100994,0.12533323356419585,active
200.50999999999954,0.03203876132999578,0.12782629130851228,active
200.51999999999953,0.032666750933495,0.13031854163250026,active
200.52999999999952,0.033294727640678284,0.13280996879375223,active
200.5399999999995,0.03392269120363038,0.13530055705506017,active
200.5499999999995,0.03455064137444123,0.137790290684515,active
200.5599999999995,0.03517857790520603,0.14027915395560597,active
200.56999999999948,0.0358065005480254,0.14276713114732,active
200.57999999999947,0.036434409055005425,0.14525420654424095,active
200.58999999999946,0.03706230317825954,0.14774036443665595,active
200.59999999999945,0.037690182669901526,0.15022558912062642,active
200.60999999999945,0.0383180472820563,0.15270986489812965,active
200.61999999999944,0.038945896766852846,0.15519317607712962,active
200.62999999999943,0.039573730876426134,0.15767550697168325,active
200.63999999999942,0.0402015493629172,0.16015684190203955,active
200.6499999999994,0.04082935197847325,0.16263716519473842,active
200.6599999999994,0.04145713847524774,0.16511646118270998,active
200.6699999999994,0.042084908605400526,0.16759471420537328,active
200.67999999999938,0.04271266212109788,0.1700719086087353,active
200.68999999999937,0.04334039877451445,0.17254802874549685,active
200.69999999999936,0.04396811831782619,0.17502305897512344,active
200.70999999999935,0.04459582050322113,0.17749698366398592,active
200.71999999999935,0.045223505082892405,0.1799697871854314,active
200.72999999999934,0.045851171809040074,0.18244145391988895,active
200.73999999999933,0.04647882043387125,0.1849119682549681,active
200.74999999999932,0.047106450709600206,0.18738131458555762,active
200.7599999999993,0.04773406238844844,0.18984947731392401,active
200.7699999999993,0.04836165522264481,0.19231644084981006,active
200.7799999999993,0.0489892289644256,0.1947821896105333,active
200.78999999999928,0.0496167833660364,0.1972467080210914,active
200.79999999999927,0.05024431817972514,0.1997099805142327,active
200.80999999999926,0.050871833157752774,0.20217199153059634,active
200.81999999999925,0.051499328052386335,0.20463272551878267,active
200.82999999999925,0.05212680261590077,0.2070921669354584,active
200.83999999999924,0.052754256600579065,0.20955030024545487,active
200.84999999999923,0.05338168975871232,0.21200710992186614,active
200.85999999999922,0.054009101842599855,0.214462580446147,active
200.8699999999992,0.05463649260454933,0.21691669630821114,active
200.8799999999992,0.05526386179687679,0.21936944200652891,active
200.8899999999992,0.05589120917190861,0.22182080204823246,active
200.89999999999918,0.056518534481974414,0.22427076094918552,active
200.90999999999917,0.057145837479417885,0.22671930323412312,active
200.91999999999916,0.057773117916589734,0.22916641343672142,active
200.92999999999915,0.05840037554584958,0.23161207609970239,active
200.93999999999915,0.059027610119566046,0.23405627577493143,active
200.94999999999914,0.05965482139011685,0.23649899702351504,active
200.95999999999913,0.06028200910988892,0.23894022441589818,active
